uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1446663732.01, 1446663732.18, 1446663739.09, 1446663739.29, 1446663739.96, 1446663752.39
unit.000001, step_1, 1446663732.01, 1446663732.18, 1446663739.29, 1446663739.49, 1446663740.07, 1446663752.89
unit.000002, step_1, 1446663732.01, 1446663732.18, 1446663737.87, 1446663738.07, 1446663738.66, 1446663747.39
unit.000003, step_1, 1446663732.01, 1446663732.19, 1446663739.7, 1446663739.9, 1446663740.57, 1446663754.76
unit.000004, step_1, 1446663732.01, 1446663732.19, 1446663740.11, 1446663740.31, 1446663740.97, 1446663756.25
unit.000005, step_1, 1446663732.02, 1446663732.19, 1446663740.31, 1446663740.51, 1446663741.17, 1446663757.38
unit.000006, step_1, 1446663732.02, 1446663732.19, 1446663741.33, 1446663741.53, 1446663742.18, 1446663760.87
unit.000007, step_1, 1446663732.02, 1446663732.17, 1446663736.85, 1446663737.06, 1446663737.65, 1446663742.59
unit.000008, step_1, 1446663732.02, 1446663732.17, 1446663737.46, 1446663737.66, 1446663738.25, 1446663745.43
unit.000009, step_1, 1446663732.02, 1446663732.17, 1446663737.26, 1446663737.46, 1446663738.05, 1446663744.04
unit.000010, step_1, 1446663732.02, 1446663732.17, 1446663737.66, 1446663737.87, 1446663738.46, 1446663746.5
unit.000011, step_1, 1446663732.03, 1446663732.18, 1446663738.07, 1446663738.28, 1446663738.86, 1446663747.98
unit.000012, step_1, 1446663732.03, 1446663732.18, 1446663738.28, 1446663738.48, 1446663739.06, 1446663748.86
unit.000013, step_1, 1446663732.03, 1446663732.18, 1446663738.48, 1446663738.69, 1446663739.36, 1446663749.44
unit.000014, step_1, 1446663732.03, 1446663732.18, 1446663738.89, 1446663739.09, 1446663739.76, 1446663751.38
unit.000015, step_1, 1446663732.03, 1446663732.17, 1446663737.06, 1446663737.26, 1446663737.85, 1446663743.43
unit.000016, step_1, 1446663732.03, 1446663732.18, 1446663738.68, 1446663738.89, 1446663739.46, 1446663750.91
unit.000017, step_1, 1446663732.04, 1446663732.18, 1446663739.5, 1446663739.7, 1446663740.37, 1446663754.39
unit.000018, step_1, 1446663732.04, 1446663732.19, 1446663739.9, 1446663740.11, 1446663740.77, 1446663755.88
unit.000019, step_1, 1446663732.04, 1446663732.19, 1446663741.13, 1446663741.33, 1446663741.98, 1446663760.51
unit.000020, step_1, 1446663732.04, 1446663732.19, 1446663740.93, 1446663741.13, 1446663741.78, 1446663759.38
unit.000021, step_1, 1446663732.04, 1446663732.19, 1446663740.72, 1446663740.92, 1446663741.57, 1446663758.94
unit.000022, step_1, 1446663732.04, 1446663732.19, 1446663740.52, 1446663740.72, 1446663741.37, 1446663757.74
unit.000023, step_1, 1446663732.05, 1446663732.17, 1446663736.65, 1446663736.86, 1446663737.55, 1446663741.98
unit.000024, step_2, 1446663762.43, 1446663767.39, 1446663768.96, 1446663769.16, 1446663771.07, 1446663776.77
unit.000025, step_2, 1446663762.43, 1446663768.12, 1446663770.14, 1446663770.37, 1446663772.25, 1446663776.76
unit.000026, step_2, 1446663762.44, 1446663768.27, 1446663770.34, 1446663770.55, 1446663772.45, 1446663777.86
unit.000027, step_2, 1446663762.44, 1446663769.52, 1446663771.65, 1446663771.85, 1446663773.75, 1446663777.87
unit.000028, step_2, 1446663762.44, 1446663769.52, 1446663771.85, 1446663772.05, 1446663773.95, 1446663778.96
unit.000029, step_2, 1446663762.44, 1446663771.02, 1446663772.51, 1446663772.72, 1446663774.66, 1446663778.96
unit.000030, step_2, 1446663762.44, 1446663771.03, 1446663772.72, 1446663772.92, 1446663774.76, 1446663780.06
unit.000031, step_2, 1446663762.44, 1446663771.95, 1446663773.44, 1446663773.64, 1446663775.56, 1446663780.05
unit.000032, step_2, 1446663762.45, 1446663771.97, 1446663773.64, 1446663773.84, 1446663775.66, 1446663781.15
unit.000033, step_2, 1446663762.45, 1446663772.89, 1446663774.36, 1446663774.57, 1446663776.46, 1446663781.15
unit.000034, step_2, 1446663762.45, 1446663772.95, 1446663774.56, 1446663774.77, 1446663776.56, 1446663782.39
unit.000035, step_2, 1446663762.45, 1446663773.82, 1446663775.29, 1446663775.49, 1446663777.57, 1446663782.39
unit.000036, step_2, 1446663762.45, 1446663773.89, 1446663775.49, 1446663775.69, 1446663777.67, 1446663783.49
unit.000037, step_2, 1446663762.45, 1446663774.76, 1446663776.29, 1446663776.42, 1446663778.27, 1446663783.49
unit.000038, step_2, 1446663762.46, 1446663774.84, 1446663776.41, 1446663776.62, 1446663778.57, 1446663784.58
unit.000039, step_2, 1446663762.46, 1446663775.72, 1446663777.39, 1446663777.59, 1446663779.51, 1446663784.58
unit.000040, step_2, 1446663762.46, 1446663775.77, 1446663777.59, 1446663777.79, 1446663779.57, 1446663785.67
unit.000041, step_2, 1446663762.46, 1446663763.27, 1446663765.97, 1446663766.17, 1446663768.03, 1446663772.31
unit.000042, step_2, 1446663762.46, 1446663763.27, 1446663766.17, 1446663766.37, 1446663768.23, 1446663773.48
unit.000043, step_2, 1446663762.46, 1446663765.41, 1446663766.97, 1446663767.17, 1446663769.13, 1446663773.42
unit.000044, step_2, 1446663762.47, 1446663765.56, 1446663767.17, 1446663767.37, 1446663769.23, 1446663774.52
unit.000045, step_2, 1446663762.47, 1446663766.38, 1446663767.89, 1446663768.1, 1446663770.04, 1446663774.57
unit.000046, step_2, 1446663762.47, 1446663766.52, 1446663768.1, 1446663768.3, 1446663770.14, 1446663775.66
unit.000047, step_2, 1446663762.47, 1446663767.25, 1446663768.65, 1446663768.85, 1446663770.64, 1446663775.67
