# 20/20 supermic, 6000 steps

ENMD-core-t-inside cluster.run() call: 2015-10-02 16:12:34.331804
ENMD-core-timing-1: 4.098642
ENMD-appl-timing-0: 0.000301
ENMD-appl-timing-1: 0.000247
ENMD-core-t-before cluster.run() call: 2015-10-02 16:12:34.331557

###

step,probe,timestamp

allocate,start_time,2015-10-02 12:12:30.242022
allocate,stop_time,2015-10-02 12:12:34.330909
deallocate,start_time,2015-10-02 12:23:20.665624
deallocate,stop_time,2015-10-02 12:23:34.621995

###

Cycle; Step; Start; Stop; Duration
cycle_1; pp_step; 2015-10-02 16:15:54.452314; 2015-10-02 16:15:54.452454; 0.00014
cycle_1; pp_step_enmd_overhead; 2015-10-02 16:15:54.452314; 2015-10-02 16:15:54.452454; 0.00014
cycle_1; ex_step; 2015-10-02 16:15:50.818823; 2015-10-02 16:15:54.452229; 3.633406
cycle_1; ex_step_enmd_overhead; 2015-10-02 16:15:50.818823; 2015-10-02 16:15:50.823238; 0.004415
cycle_1; md_step; 2015-10-02 16:13:26.085330; 2015-10-02 16:15:50.818680; 144.73335
cycle_1; md_step_enmd_overhead; 2015-10-02 16:13:26.085330; 2015-10-02 16:13:26.153606; 0.068276
CU_ID; Scheduling; StagingInput; Allocating; Executing; StagingOutput; Done; Cycle; Step;
unit.000020; 2015-10-02 16:15:50.828000; 2015-10-02 16:15:51.257000; 2015-10-02 16:15:50.419000; 2015-10-02 16:15:50.428000; 2015-10-02 16:15:52.753000; 2015-10-02 16:15:54.196000; cycle_1; ex_step
unit.000018; 2015-10-02 16:13:26.272000; 2015-10-02 16:13:28.248000; 2015-10-02 16:13:27.540000; 2015-10-02 16:13:27.562000; 2015-10-02 16:15:48.630000; 2015-10-02 16:15:48.652000; cycle_1; md_step
unit.000019; 2015-10-02 16:13:26.273000; 2015-10-02 16:13:28.250000; 2015-10-02 16:13:27.533000; 2015-10-02 16:13:27.555000; 2015-10-02 16:15:47.478000; 2015-10-02 16:15:47.503000; cycle_1; md_step
unit.000013; 2015-10-02 16:13:26.266000; 2015-10-02 16:13:28.074000; 2015-10-02 16:13:27.269000; 2015-10-02 16:13:27.285000; 2015-10-02 16:15:48.589000; 2015-10-02 16:15:48.612000; cycle_1; md_step
unit.000009; 2015-10-02 16:13:26.261000; 2015-10-02 16:13:27.992000; 2015-10-02 16:13:27.267000; 2015-10-02 16:13:27.284000; 2015-10-02 16:15:45.184000; 2015-10-02 16:15:45.209000; cycle_1; md_step
unit.000008; 2015-10-02 16:13:26.260000; 2015-10-02 16:13:28.387000; 2015-10-02 16:13:27.699000; 2015-10-02 16:13:27.711000; 2015-10-02 16:15:46.417000; 2015-10-02 16:15:46.437000; cycle_1; md_step
unit.000007; 2015-10-02 16:13:26.258000; 2015-10-02 16:13:28.156000; 2015-10-02 16:13:27.526000; 2015-10-02 16:13:27.544000; 2015-10-02 16:15:46.337000; 2015-10-02 16:15:46.358000; cycle_1; md_step
unit.000006; 2015-10-02 16:13:26.258000; 2015-10-02 16:13:28.202000; 2015-10-02 16:13:27.529000; 2015-10-02 16:13:27.551000; 2015-10-02 16:15:46.372000; 2015-10-02 16:15:46.394000; cycle_1; md_step
unit.000005; 2015-10-02 16:13:26.257000; 2015-10-02 16:13:28.296000; 2015-10-02 16:13:27.541000; 2015-10-02 16:13:27.563000; 2015-10-02 16:15:46.413000; 2015-10-02 16:15:46.434000; cycle_1; md_step
unit.000004; 2015-10-02 16:13:26.255000; 2015-10-02 16:13:28.154000; 2015-10-02 16:13:27.522000; 2015-10-02 16:13:27.539000; 2015-10-02 16:15:45.233000; 2015-10-02 16:15:45.254000; cycle_1; md_step
unit.000003; 2015-10-02 16:13:26.254000; 2015-10-02 16:13:28.032000; 2015-10-02 16:13:27.270000; 2015-10-02 16:13:27.288000; 2015-10-02 16:15:45.188000; 2015-10-02 16:15:45.212000; cycle_1; md_step
unit.000002; 2015-10-02 16:13:26.253000; 2015-10-02 16:13:28.368000; 2015-10-02 16:13:27.571000; 2015-10-02 16:13:27.582000; 2015-10-02 16:15:45.270000; 2015-10-02 16:15:45.292000; cycle_1; md_step
unit.000001; 2015-10-02 16:13:26.252000; 2015-10-02 16:13:28.112000; 2015-10-02 16:13:27.272000; 2015-10-02 16:13:27.290000; 2015-10-02 16:15:45.229000; 2015-10-02 16:15:45.250000; cycle_1; md_step
unit.000000; 2015-10-02 16:13:26.251000; 2015-10-02 16:13:28.413000; 2015-10-02 16:13:27.701000; 2015-10-02 16:13:27.714000; 2015-10-02 16:15:45.274000; 2015-10-02 16:15:45.295000; cycle_1; md_step
unit.000010; 2015-10-02 16:13:26.262000; 2015-10-02 16:13:28.289000; 2015-10-02 16:13:27.540000; 2015-10-02 16:13:27.559000; 2015-10-02 16:15:46.376000; 2015-10-02 16:15:46.398000; cycle_1; md_step
unit.000016; 2015-10-02 16:13:26.271000; 2015-10-02 16:13:27.385000; 2015-10-02 16:13:27.271000; 2015-10-02 16:13:27.289000; 2015-10-02 16:15:49.652000; 2015-10-02 16:15:49.676000; cycle_1; md_step
unit.000011; 2015-10-02 16:13:26.263000; 2015-10-02 16:13:28.110000; 2015-10-02 16:13:27.270000; 2015-10-02 16:13:27.285000; 2015-10-02 16:15:46.329000; 2015-10-02 16:15:46.350000; cycle_1; md_step
unit.000015; 2015-10-02 16:13:26.270000; 2015-10-02 16:13:28.200000; 2015-10-02 16:13:27.531000; 2015-10-02 16:13:27.553000; 2015-10-02 16:15:47.477000; 2015-10-02 16:15:47.498000; cycle_1; md_step
unit.000017; 2015-10-02 16:13:26.271000; 2015-10-02 16:13:27.535000; 2015-10-02 16:13:27.264000; 2015-10-02 16:13:27.278000; 2015-10-02 16:15:48.589000; 2015-10-02 16:15:48.610000; cycle_1; md_step
unit.000012; 2015-10-02 16:13:26.264000; 2015-10-02 16:13:28.340000; 2015-10-02 16:13:27.572000; 2015-10-02 16:13:27.583000; 2015-10-02 16:15:47.523000; 2015-10-02 16:15:47.548000; cycle_1; md_step
unit.000014; 2015-10-02 16:13:26.269000; 2015-10-02 16:13:28.327000; 2015-10-02 16:13:27.567000; 2015-10-02 16:13:27.576000; 2015-10-02 16:15:47.524000; 2015-10-02 16:15:47.547000; cycle_1; md_step
Cycle; Step; Start; Stop; Duration
cycle_2; pp_step; 2015-10-02 16:18:22.385635; 2015-10-02 16:18:22.385773; 0.000138
cycle_2; pp_step_enmd_overhead; 2015-10-02 16:18:22.385635; 2015-10-02 16:18:22.385773; 0.000138
cycle_2; ex_step; 2015-10-02 16:18:17.297078; 2015-10-02 16:18:22.385576; 5.088498
cycle_2; ex_step_enmd_overhead; 2015-10-02 16:18:17.297078; 2015-10-02 16:18:17.300132; 0.003054
cycle_2; md_step; 2015-10-02 16:15:54.454481; 2015-10-02 16:18:17.296957; 142.842476
cycle_2; md_step_enmd_overhead; 2015-10-02 16:15:54.454481; 2015-10-02 16:15:54.602971; 0.14849
CU_ID; Scheduling; StagingInput; Allocating; Executing; StagingOutput; Done; Cycle; Step;
unit.000041; 2015-10-02 16:18:17.305000; 2015-10-02 16:18:17.824000; 2015-10-02 16:18:17.045000; 2015-10-02 16:18:17.083000; 2015-10-02 16:18:20.369000; 2015-10-02 16:18:21.422000; cycle_2; ex_step
unit.000025; 2015-10-02 16:15:54.763000; 2015-10-02 16:15:55.514000; 2015-10-02 16:15:54.800000; 2015-10-02 16:15:54.812000; 2015-10-02 16:18:12.640000; 2015-10-02 16:18:12.661000; cycle_2; md_step
unit.000024; 2015-10-02 16:15:54.762000; 2015-10-02 16:15:55.736000; 2015-10-02 16:15:55.083000; 2015-10-02 16:15:55.126000; 2015-10-02 16:18:13.915000; 2015-10-02 16:18:13.936000; cycle_2; md_step
unit.000027; 2015-10-02 16:15:54.764000; 2015-10-02 16:15:55.975000; 2015-10-02 16:15:55.255000; 2015-10-02 16:15:55.265000; 2015-10-02 16:18:13.995000; 2015-10-02 16:18:14.015000; cycle_2; md_step
unit.000026; 2015-10-02 16:15:54.764000; 2015-10-02 16:15:55.658000; 2015-10-02 16:15:54.807000; 2015-10-02 16:15:54.821000; 2015-10-02 16:18:12.684000; 2015-10-02 16:18:12.710000; cycle_2; md_step
unit.000021; 2015-10-02 16:15:54.760000; 2015-10-02 16:15:55.931000; 2015-10-02 16:15:55.152000; 2015-10-02 16:15:55.165000; 2015-10-02 16:18:12.770000; 2015-10-02 16:18:12.791000; cycle_2; md_step
unit.000030; 2015-10-02 16:15:54.767000; 2015-10-02 16:15:55.561000; 2015-10-02 16:15:54.802000; 2015-10-02 16:15:54.818000; 2015-10-02 16:18:13.873000; 2015-10-02 16:18:13.895000; cycle_2; md_step
unit.000023; 2015-10-02 16:15:54.762000; 2015-10-02 16:15:55.810000; 2015-10-02 16:15:55.090000; 2015-10-02 16:15:55.133000; 2015-10-02 16:18:12.730000; 2015-10-02 16:18:12.750000; cycle_2; md_step
unit.000022; 2015-10-02 16:15:54.761000; 2015-10-02 16:15:55.471000; 2015-10-02 16:15:54.542000; 2015-10-02 16:15:54.552000; 2015-10-02 16:18:11.574000; 2015-10-02 16:18:11.597000; cycle_2; md_step
unit.000040; 2015-10-02 16:15:54.774000; 2015-10-02 16:15:55.766000; 2015-10-02 16:15:55.087000; 2015-10-02 16:15:55.132000; 2015-10-02 16:18:16.193000; 2015-10-02 16:18:16.214000; cycle_2; md_step
unit.000036; 2015-10-02 16:15:54.771000; 2015-10-02 16:15:55.428000; 2015-10-02 16:15:54.543000; 2015-10-02 16:15:54.552000; 2015-10-02 16:18:15.070000; 2015-10-02 16:18:15.091000; cycle_2; md_step
unit.000031; 2015-10-02 16:15:54.767000; 2015-10-02 16:15:55.723000; 2015-10-02 16:15:55.085000; 2015-10-02 16:15:55.132000; 2015-10-02 16:18:15.137000; 2015-10-02 16:18:15.157000; cycle_2; md_step
unit.000029; 2015-10-02 16:15:54.766000; 2015-10-02 16:15:55.834000; 2015-10-02 16:15:55.091000; 2015-10-02 16:15:55.134000; 2015-10-02 16:18:16.213000; 2015-10-02 16:18:16.236000; cycle_2; md_step
unit.000028; 2015-10-02 16:15:54.765000; 2015-10-02 16:15:55.895000; 2015-10-02 16:15:55.155000; 2015-10-02 16:15:55.166000; 2015-10-02 16:18:13.956000; 2015-10-02 16:18:13.976000; cycle_2; md_step
unit.000038; 2015-10-02 16:15:54.772000; 2015-10-02 16:15:55.643000; 2015-10-02 16:15:54.814000; 2015-10-02 16:15:54.825000; 2015-10-02 16:18:15.111000; 2015-10-02 16:18:15.131000; cycle_2; md_step
unit.000039; 2015-10-02 16:15:54.773000; 2015-10-02 16:15:55.386000; 2015-10-02 16:15:54.539000; 2015-10-02 16:15:54.549000; 2015-10-02 16:18:15.057000; 2015-10-02 16:18:15.078000; cycle_2; md_step
unit.000035; 2015-10-02 16:15:54.770000; 2015-10-02 16:15:55.786000; 2015-10-02 16:15:55.093000; 2015-10-02 16:15:55.132000; 2015-10-02 16:18:15.151000; 2015-10-02 16:18:15.173000; cycle_2; md_step
unit.000032; 2015-10-02 16:15:54.768000; 2015-10-02 16:15:55.933000; 2015-10-02 16:15:55.153000; 2015-10-02 16:15:55.165000; 2015-10-02 16:18:12.812000; 2015-10-02 16:18:12.833000; cycle_2; md_step
unit.000034; 2015-10-02 16:15:54.769000; 2015-10-02 16:15:55.564000; 2015-10-02 16:15:54.805000; 2015-10-02 16:15:54.821000; 2015-10-02 16:18:15.096000; 2015-10-02 16:18:15.117000; cycle_2; md_step
unit.000037; 2015-10-02 16:15:54.771000; 2015-10-02 16:15:55.887000; 2015-10-02 16:15:55.116000; 2015-10-02 16:15:55.136000; 2015-10-02 16:18:16.261000; 2015-10-02 16:18:16.281000; cycle_2; md_step
unit.000033; 2015-10-02 16:15:54.769000; 2015-10-02 16:15:55.852000; 2015-10-02 16:15:55.117000; 2015-10-02 16:15:55.135000; 2015-10-02 16:18:16.235000; 2015-10-02 16:18:16.263000; cycle_2; md_step
Cycle; Step; Start; Stop; Duration
cycle_3; pp_step; 2015-10-02 16:20:48.377156; 2015-10-02 16:20:48.377453; 0.000297
cycle_3; pp_step_enmd_overhead; 2015-10-02 16:20:48.377156; 2015-10-02 16:20:48.377453; 0.000297
cycle_3; ex_step; 2015-10-02 16:20:43.042995; 2015-10-02 16:20:48.377108; 5.334113
cycle_3; ex_step_enmd_overhead; 2015-10-02 16:20:43.042995; 2015-10-02 16:20:43.045946; 0.002951
cycle_3; md_step; 2015-10-02 16:18:22.387087; 2015-10-02 16:20:43.042866; 140.655779
cycle_3; md_step_enmd_overhead; 2015-10-02 16:18:22.387087; 2015-10-02 16:18:22.459410; 0.072323
CU_ID; Scheduling; StagingInput; Allocating; Executing; StagingOutput; Done; Cycle; Step;
unit.000062; 2015-10-02 16:20:43.050000; 2015-10-02 16:20:43.420000; 2015-10-02 16:20:42.615000; 2015-10-02 16:20:42.663000; 2015-10-02 16:20:46.795000; 2015-10-02 16:20:47.850000; cycle_3; ex_step
unit.000043; 2015-10-02 16:18:22.552000; 2015-10-02 16:18:23.456000; 2015-10-02 16:18:22.678000; 2015-10-02 16:18:22.688000; 2015-10-02 16:20:40.273000; 2015-10-02 16:20:40.293000; cycle_3; md_step
unit.000042; 2015-10-02 16:18:22.552000; 2015-10-02 16:18:23.498000; 2015-10-02 16:18:22.794000; 2015-10-02 16:18:22.806000; 2015-10-02 16:20:41.572000; 2015-10-02 16:20:41.594000; cycle_3; md_step
unit.000047; 2015-10-02 16:18:22.555000; 2015-10-02 16:18:23.363000; 2015-10-02 16:18:22.623000; 2015-10-02 16:18:22.666000; 2015-10-02 16:20:41.503000; 2015-10-02 16:20:41.525000; cycle_3; md_step
unit.000046; 2015-10-02 16:18:22.554000; 2015-10-02 16:18:23.221000; 2015-10-02 16:18:22.339000; 2015-10-02 16:18:22.356000; 2015-10-02 16:20:41.357000; 2015-10-02 16:20:41.382000; cycle_3; md_step
unit.000045; 2015-10-02 16:18:22.554000; 2015-10-02 16:18:23.441000; 2015-10-02 16:18:22.681000; 2015-10-02 16:18:22.692000; 2015-10-02 16:20:41.544000; 2015-10-02 16:20:41.567000; cycle_3; md_step
unit.000044; 2015-10-02 16:18:22.553000; 2015-10-02 16:18:23.341000; 2015-10-02 16:18:22.626000; 2015-10-02 16:18:22.669000; 2015-10-02 16:20:41.486000; 2015-10-02 16:20:41.510000; cycle_3; md_step
unit.000049; 2015-10-02 16:18:22.556000; 2015-10-02 16:18:23.296000; 2015-10-02 16:18:22.616000; 2015-10-02 16:18:22.666000; 2015-10-02 16:20:41.444000; 2015-10-02 16:20:41.464000; cycle_3; md_step
unit.000048; 2015-10-02 16:18:22.556000; 2015-10-02 16:18:22.971000; 2015-10-02 16:18:22.081000; 2015-10-02 16:18:22.091000; 2015-10-02 16:20:40.230000; 2015-10-02 16:20:40.254000; cycle_3; md_step
unit.000061; 2015-10-02 16:18:22.564000; 2015-10-02 16:18:23.009000; 2015-10-02 16:18:22.085000; 2015-10-02 16:18:22.093000; 2015-10-02 16:20:41.375000; 2015-10-02 16:20:41.401000; cycle_3; md_step
unit.000058; 2015-10-02 16:18:22.562000; 2015-10-02 16:18:23.408000; 2015-10-02 16:18:22.633000; 2015-10-02 16:18:22.669000; 2015-10-02 16:20:42.680000; 2015-10-02 16:20:42.702000; cycle_3; md_step
unit.000059; 2015-10-02 16:18:22.563000; 2015-10-02 16:18:23.489000; 2015-10-02 16:18:22.790000; 2015-10-02 16:18:22.801000; 2015-10-02 16:20:42.690000; 2015-10-02 16:20:42.709000; cycle_3; md_step
unit.000060; 2015-10-02 16:18:22.564000; 2015-10-02 16:18:23.055000; 2015-10-02 16:18:22.333000; 2015-10-02 16:18:22.343000; 2015-10-02 16:20:42.632000; 2015-10-02 16:20:42.654000; cycle_3; md_step
unit.000054; 2015-10-02 16:18:22.560000; 2015-10-02 16:18:23.264000; 2015-10-02 16:18:22.625000; 2015-10-02 16:18:22.667000; 2015-10-02 16:20:41.421000; 2015-10-02 16:20:41.442000; cycle_3; md_step
unit.000055; 2015-10-02 16:18:22.560000; 2015-10-02 16:18:23.177000; 2015-10-02 16:18:22.339000; 2015-10-02 16:18:22.355000; 2015-10-02 16:20:41.401000; 2015-10-02 16:20:41.424000; cycle_3; md_step
unit.000056; 2015-10-02 16:18:22.561000; 2015-10-02 16:18:23.251000; 2015-10-02 16:18:22.619000; 2015-10-02 16:18:22.667000; 2015-10-02 16:20:42.646000; 2015-10-02 16:20:42.668000; cycle_3; md_step
unit.000057; 2015-10-02 16:18:22.562000; 2015-10-02 16:18:23.393000; 2015-10-02 16:18:22.626000; 2015-10-02 16:18:22.669000; 2015-10-02 16:20:41.527000; 2015-10-02 16:20:41.550000; cycle_3; md_step
unit.000050; 2015-10-02 16:18:22.557000; 2015-10-02 16:18:23.093000; 2015-10-02 16:18:22.333000; 2015-10-02 16:18:22.345000; 2015-10-02 16:20:41.302000; 2015-10-02 16:20:41.336000; cycle_3; md_step
unit.000051; 2015-10-02 16:18:22.558000; 2015-10-02 16:18:23.133000; 2015-10-02 16:18:22.338000; 2015-10-02 16:18:22.355000; 2015-10-02 16:20:41.335000; 2015-10-02 16:20:41.357000; cycle_3; md_step
unit.000052; 2015-10-02 16:18:22.558000; 2015-10-02 16:18:23.302000; 2015-10-02 16:18:22.615000; 2015-10-02 16:18:22.636000; 2015-10-02 16:20:41.462000; 2015-10-02 16:20:41.482000; cycle_3; md_step
unit.000053; 2015-10-02 16:18:22.559000; 2015-10-02 16:18:23.550000; 2015-10-02 16:18:22.795000; 2015-10-02 16:18:22.806000; 2015-10-02 16:20:41.587000; 2015-10-02 16:20:41.607000; cycle_3; md_step
Cycle; Step; Start; Stop; Duration
cycle_4; pp_step; 2015-10-02 16:23:20.662093; 2015-10-02 16:23:20.662417; 0.000324
cycle_4; pp_step_enmd_overhead; 2015-10-02 16:23:20.662093; 2015-10-02 16:23:20.662417; 0.000324
cycle_4; ex_step; 2015-10-02 16:23:13.767510; 2015-10-02 16:23:20.661965; 6.894455
cycle_4; ex_step_enmd_overhead; 2015-10-02 16:23:13.767510; 2015-10-02 16:23:13.771082; 0.003572
cycle_4; md_step; 2015-10-02 16:20:48.378521; 2015-10-02 16:23:13.767381; 145.38886
cycle_4; md_step_enmd_overhead; 2015-10-02 16:20:48.378521; 2015-10-02 16:20:48.461395; 0.082874
CU_ID; Scheduling; StagingInput; Allocating; Executing; StagingOutput; Done; Cycle; Step;
unit.000083; 2015-10-02 16:23:13.776000; 2015-10-02 16:23:13.930000; 2015-10-02 16:23:13.029000; 2015-10-02 16:23:13.039000; 2015-10-02 16:23:16.526000; 2015-10-02 16:23:19.254000; cycle_4; ex_step
unit.000077; 2015-10-02 16:20:48.614000; 2015-10-02 16:20:49.706000; 2015-10-02 16:20:48.946000; 2015-10-02 16:20:48.967000; 2015-10-02 16:23:09.307000; 2015-10-02 16:23:09.336000; cycle_4; md_step
unit.000070; 2015-10-02 16:20:48.607000; 2015-10-02 16:20:49.148000; 2015-10-02 16:20:48.312000; 2015-10-02 16:20:48.338000; 2015-10-02 16:23:06.944000; 2015-10-02 16:23:06.975000; cycle_4; md_step
unit.000076; 2015-10-02 16:20:48.613000; 2015-10-02 16:20:49.378000; 2015-10-02 16:20:48.518000; 2015-10-02 16:20:48.583000; 2015-10-02 16:23:08.146000; 2015-10-02 16:23:08.167000; cycle_4; md_step
unit.000082; 2015-10-02 16:20:48.618000; 2015-10-02 16:20:49.057000; 2015-10-02 16:20:48.307000; 2015-10-02 16:20:48.319000; 2015-10-02 16:23:09.248000; 2015-10-02 16:23:09.273000; cycle_4; md_step
unit.000075; 2015-10-02 16:20:48.612000; 2015-10-02 16:20:49.695000; 2015-10-02 16:20:48.939000; 2015-10-02 16:20:48.959000; 2015-10-02 16:23:08.192000; 2015-10-02 16:23:08.215000; cycle_4; md_step
unit.000069; 2015-10-02 16:20:48.606000; 2015-10-02 16:20:49.749000; 2015-10-02 16:20:48.951000; 2015-10-02 16:20:48.967000; 2015-10-02 16:23:07; 2015-10-02 16:23:07.026000; cycle_4; md_step
unit.000068; 2015-10-02 16:20:48.605000; 2015-10-02 16:20:49.536000; 2015-10-02 16:20:48.714000; 2015-10-02 16:20:48.772000; 2015-10-02 16:23:06.996000; 2015-10-02 16:23:07.020000; cycle_4; md_step
unit.000078; 2015-10-02 16:20:48.615000; 2015-10-02 16:20:49.282000; 2015-10-02 16:20:48.514000; 2015-10-02 16:20:48.564000; 2015-10-02 16:23:08.100000; 2015-10-02 16:23:08.125000; cycle_4; md_step
unit.000079; 2015-10-02 16:20:48.615000; 2015-10-02 16:20:49.100000; 2015-10-02 16:20:48.309000; 2015-10-02 16:20:48.338000; 2015-10-02 16:23:08.060000; 2015-10-02 16:23:08.082000; cycle_4; md_step
unit.000074; 2015-10-02 16:20:48.611000; 2015-10-02 16:20:49.236000; 2015-10-02 16:20:48.515000; 2015-10-02 16:20:48.582000; 2015-10-02 16:23:08.064000; 2015-10-02 16:23:08.085000; cycle_4; md_step
unit.000081; 2015-10-02 16:20:48.617000; 2015-10-02 16:20:49.636000; 2015-10-02 16:20:48.715000; 2015-10-02 16:20:48.773000; 2015-10-02 16:23:09.259000; 2015-10-02 16:23:09.284000; cycle_4; md_step
unit.000080; 2015-10-02 16:20:48.616000; 2015-10-02 16:20:49.425000; 2015-10-02 16:20:48.519000; 2015-10-02 16:20:48.582000; 2015-10-02 16:23:08.147000; 2015-10-02 16:23:08.173000; cycle_4; md_step
unit.000072; 2015-10-02 16:20:48.609000; 2015-10-02 16:20:49.805000; 2015-10-02 16:20:48.946000; 2015-10-02 16:20:48.968000; 2015-10-02 16:23:12.380000; 2015-10-02 16:23:12.418000; cycle_4; md_step
unit.000073; 2015-10-02 16:20:48.610000; 2015-10-02 16:20:49.591000; 2015-10-02 16:20:48.715000; 2015-10-02 16:20:48.772000; 2015-10-02 16:23:08.188000; 2015-10-02 16:23:08.208000; cycle_4; md_step
unit.000063; 2015-10-02 16:20:48.600000; 2015-10-02 16:20:49.652000; 2015-10-02 16:20:48.937000; 2015-10-02 16:20:48.951000; 2015-10-02 16:23:05.794000; 2015-10-02 16:23:05.824000; cycle_4; md_step
unit.000071; 2015-10-02 16:20:48.608000; 2015-10-02 16:20:49.013000; 2015-10-02 16:20:48.309000; 2015-10-02 16:20:48.338000; 2015-10-02 16:23:06.908000; 2015-10-02 16:23:06.929000; cycle_4; md_step
unit.000065; 2015-10-02 16:20:48.602000; 2015-10-02 16:20:49.193000; 2015-10-02 16:20:48.315000; 2015-10-02 16:20:48.341000; 2015-10-02 16:23:05.746000; 2015-10-02 16:23:05.773000; cycle_4; md_step
unit.000064; 2015-10-02 16:20:48.601000; 2015-10-02 16:20:49.334000; 2015-10-02 16:20:48.516000; 2015-10-02 16:20:48.583000; 2015-10-02 16:23:08.104000; 2015-10-02 16:23:08.128000; cycle_4; md_step
unit.000067; 2015-10-02 16:20:48.604000; 2015-10-02 16:20:49.482000; 2015-10-02 16:20:48.711000; 2015-10-02 16:20:48.756000; 2015-10-02 16:23:06.950000; 2015-10-02 16:23:06.981000; cycle_4; md_step
unit.000066; 2015-10-02 16:20:48.603000; 2015-10-02 16:20:49.756000; 2015-10-02 16:20:48.948000; 2015-10-02 16:20:48.968000; 2015-10-02 16:23:05.851000; 2015-10-02 16:23:05.878000; cycle_4; md_step
